date,open,high,low,close,volume,volumeNotional,tradesDone
2020-01-01T00:00:00+00:00,7190.600510715096,7254.0026432360855,7168.967988547491,7196.776429525673,23489.516384393202,169048797.8561581,244774.0
2020-01-02T00:00:00+00:00,7196.346028585246,7208.28306447971,6923.5638613545425,6963.684559162969,46760.0109227101,325621966.0487681,370066.0
2020-01-03T00:00:00+00:00,6963.407320096487,7407.114204756193,6870.7239929398675,7345.355820998829,92083.8730241979,676388812.7384092,628418.0
2020-01-04T00:00:00+00:00,7346.201139148587,7404.769840598317,7273.229247792731,7354.87146608714,40894.0097485051,300770185.4331695,360486.0
2020-01-05T00:00:00+00:00,7354.704327625806,7495.945072097442,7316.9674516610075,7358.496281021496,51084.1219049844,375902321.05707645,415855.0
2020-01-06T00:00:00+00:00,7357.753418994282,7795.994927475033,7347.414855742479,7759.080471718084,77368.57658246458,600309011.6856259,566393.0
2020-01-07T00:00:00+00:00,7760.004632775892,8209.37759490589,7725.596446768296,8149.535122874051,127114.8337123301,1035926801.9769287,830152.0
2020-01-08T00:00:00+00:00,8149.269229580974,8456.437992532436,7866.503310212025,8053.34798736405,151801.95065041428,1222513933.7484508,979940.0
2020-01-09T00:00:00+00:00,8050.631908039961,8053.260780824068,7749.697571705096,7817.221268239729,80039.8986454093,625689597.9986459,581265.0
2020-01-10T00:00:00+00:00,7817.118591388962,8198.909893214262,7670.935337909266,8195.80728733228,105215.97811798999,862329880.2032161,713741.0
2020-01-11T00:00:00+00:00,8197.598906591924,8286.517736419128,8002.028093125438,8019.6352327199165,67442.5018307,540864263.8642592,573040.0
2020-01-12T00:00:00+00:00,8019.352985038948,8194.273226239578,7959.461977955654,8183.754327664392,45872.94399032,375412903.9034875,446559.0
2020-01-13T00:00:00+00:00,8183.606988919769,8196.13068363767,8053.240066211648,8108.363279289236,41122.36943987,333435110.3236078,361737.0
2020-01-14T00:00:00+00:00,8108.060323642411,8877.190222570585,8104.527502414818,8807.334339348974,166534.80259576,1466727685.5983398,1088745.0
2020-01-15T00:00:00+00:00,8810.91614822611,8910.663054367189,8561.620430227627,8818.487211043679,110281.98627481,972520285.5729065,904124.0
2020-01-16T00:00:00+00:00,8817.349998247237,8856.96510225879,8584.486693713916,8719.262255228712,68198.11395359,594637240.8733238,654435.0
2020-01-17T00:00:00+00:00,8722.07739472344,9029.555691744355,8675.158146474525,8907.719677681394,102075.91236261,909263613.1697026,820312.0
2020-01-18T00:00:00+00:00,8909.592202641168,8986.031904555819,8804.79554937969,8910.84602676914,50712.59793098,451892151.7804141,567243.0
2020-01-19T00:00:00+00:00,8911.090400784547,9194.567147901338,8457.389845181218,8700.593360402134,100295.67920595001,872631920.5763111,759695.0
2020-01-20T00:00:00+00:00,8701.046126805497,8744.87879023772,8518.904641835466,8640.132578483923,49639.73888461001,428893925.1243541,479849.0
2020-01-21T00:00:00+00:00,8639.583082118324,8786.036433852401,8484.90128466174,8733.247316240939,48445.200725500006,423083919.2207265,458596.0
2020-01-22T00:00:00+00:00,8733.51114142064,8812.601758566403,8585.326954805329,8677.805436155295,37825.44231492,328241828.9453913,395088.0
2020-01-23T00:00:00+00:00,8676.64206734484,8684.648563466584,8298.717948479207,8400.574496358902,67435.4858893,566496822.9112242,564040.0
2020-01-24T00:00:00+00:00,8401.111468975472,8525.11527015272,8235.11174383547,8437.272585295841,54435.304307289996,459285500.7041345,499790.0
2020-01-25T00:00:00+00:00,8437.930855027536,8449.071517911956,8256.254286362988,8339.467521663786,32020.541593179998,267034266.64240897,371708.0
2020-01-26T00:00:00+00:00,8356.768967854907,8614.91524090844,8311.79542330857,8611.873947698883,44246.15240937,381042287.22016764,487291.0
2020-01-27T00:00:00+00:00,8610.025123846834,8998.854068717013,8552.526072154476,8906.441355837596,96289.40340807999,857595924.6426532,950328.0
2020-01-28T00:00:00+00:00,8906.09705054999,9401.244216013862,8878.459043058912,9380.02051516809,132793.57545085,1245606462.0114946,1061329.0
2020-01-29T00:00:00+00:00,9381.666711259064,9445.297892331786,9223.739726843762,9298.868072559735,86323.28377334,802708827.3984251,725953.0
2020-01-30T00:00:00+00:00,9299.535621202916,9574.499386930593,9186.659709286569,9511.378609872994,83958.80874688998,798564017.625587,620714.0
2020-01-31T00:00:00+00:00,9510.008238640467,9527.871175359638,9207.400363921208,9350.8327699021,61530.940942910005,575365538.9318737,514379.0
2020-02-01T00:00:00+00:00,9350.47188030136,9464.362957120897,9283.794128695756,9385.562213668569,36303.90183889,340732529.30781883,409898.0
2020-02-02T00:00:00+00:00,9386.408779164149,9479.98453305344,9127.302322756403,9332.718654769145,60581.884930379994,565393687.6308352,528951.0
2020-02-03T00:00:00+00:00,9332.316280161953,9619.860197504697,9232.575998861084,9291.653670677488,70751.56141689999,657399005.3455025,579606.0
2020-02-04T00:00:00+00:00,9290.83914820821,9350.531188710545,9091.326363145245,9192.426951099817,66452.36085100999,610858472.8510345,606467.0
2020-02-05T00:00:00+00:00,9191.73150179619,9746.756186287897,9173.120729938424,9612.319350252463,90342.71932013,868403069.0753126,764510.0
2020-02-06T00:00:00+00:00,9612.328313965072,9863.085738327081,9527.59824307392,9767.80543275157,87349.31902103,853211152.8807667,781693.0
2020-02-07T00:00:00+00:00,9768.70824779794,9883.293862387869,9724.424386748655,9812.292220120675,56821.70326813,557551156.9118775,655572.0
2020-02-08T00:00:00+00:00,9812.026721339347,9940.333743345293,9663.705690163817,9894.98652011305,58285.100532280005,576730284.0903447,591452.0
2020-02-09T00:00:00+00:00,9894.15410531097,10167.977593608546,9880.634964433451,10154.531202877459,63914.27647169,649019514.7411127,626793.0
2020-02-10T00:00:00+00:00,10154.725411338317,10189.826631793097,9746.5918859104,9851.719763649,82830.94626052999,816027270.3166115,775464.0
2020-02-11T00:00:00+00:00,9851.716655531669,10338.733203478907,9702.67668438303,10234.71087323766,87254.09060526,893020389.8521185,797399.0
2020-02-12T00:00:00+00:00,10233.806758356466,10458.319009863215,10228.480186495312,10332.01140272007,84703.40624155999,875156559.1370282,980389.0
2020-02-13T00:00:00+00:00,10330.894662235862,10503.178219336387,10076.654959538648,10228.994053100263,106710.65681477,1091542673.9607055,1046498.0
2020-02-14T00:00:00+00:00,10228.650824473165,10383.004852579099,10109.345356876765,10347.633432616618,60130.22651085001,622205542.1544816,719045.0
2020-02-15T00:00:00+00:00,10308.039526267485,10339.431424587188,9793.851800094246,9905.42654052674,87175.14466474079,863506991.6363814,974415.0
2020-02-16T00:00:00+00:00,9905.46421735298,10048.212065330956,9635.684183856229,9926.284278708988,110276.69558881699,1094637829.731251,1199446.0
2020-02-17T00:00:00+00:00,9919.061870322079,9964.482376629387,9460.474879532781,9692.20976042406,119081.95671498442,1154167303.1633675,1134452.0
2020-02-18T00:00:00+00:00,9707.22636281004,10261.068017290047,9586.716402225615,10170.966370382635,99977.8599669111,1016871451.5062772,859094.0
2020-02-19T00:00:00+00:00,10172.83670251807,10268.025734395836,9372.891692452653,9625.825394146605,85252.98286294371,820630327.3688688,685864.0
2020-02-20T00:00:00+00:00,9608.062069124819,9694.25512137234,9420.404292514679,9604.269566358094,114332.4071120997,1098079258.075203,1035275.0
2020-02-21T00:00:00+00:00,9601.555275519291,9758.836534018172,9557.378450497563,9682.74993651587,66061.65025123,639658439.7762309,597161.0
2020-02-22T00:00:00+00:00,9681.344004234099,9712.189387369066,9562.2935710222,9654.739201853212,32402.11422897,312833962.46936244,390610.0
2020-02-23T00:00:00+00:00,9655.362906447323,9997.931853742253,9650.573419316403,9948.120456098315,54893.43185921,546086472.384046,536538.0
2020-02-24T00:00:00+00:00,9947.21098311145,10001.531828223635,9471.465036208501,9657.38701586781,80729.72782051,779638225.2483355,710963.0
